gender,age,amount_music,life_enjoyment,resilience,balanced_life,emotional_flex,self_actualization,songs,trauma,id_master,total_health,health_categorical,song_order,id_song,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
Female,18 - 30,2+,4,4,4,5,4,say yes,Yes,211,21,1.0,2,211.0,Say Yes,Floetry,0.40399999999999997,0.74,0.128,0.4270000000000001,117.887,1.41e-06,0.21899999999999997,60.0,"['hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Female,18 - 30,2+,4,4,4,5,4,lotto,Yes,211,21,1.0,3,211.0,Lotto,EXO,0.867,0.7979999999999999,0.193,0.7020000000000001,99.99600000000001,0.0,0.0618,66.0,['k-pop']
Female,18 - 30,2+,2,2,3,4,5,Wolves Big Wreck,No,212,16,1.0,1,212.0,Wolves,Big Wreck,0.948,0.337,0.152,0.7090000000000001,157.966,0.0017699999999999999,0.00465,22.0,"['canadian indie', 'canadian rock', 'post-grunge']"
Female,18 - 30,2+,2,2,3,4,5,Bush Party Dean Brody,No,212,16,1.0,2,212.0,Bush Party,Dean Brody,0.8290000000000001,0.575,0.139,0.48,140.035,0.0,0.32,39.0,"['canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']"
Female,18 - 30,2+,2,2,3,4,5,The Touch Kolaj,No,212,16,1.0,3,212.0,The Touch,KOLAJ,0.765,0.643,0.0411,0.353,111.97200000000001,0.00317,0.00954,42.0,[]
Female,18 - 30,2+,2,6,2,4,4,Girls Like Tinie Tempah,No,213,18,1.0,1,213.0,Girls Like (feat. Zara Larsson),Tinie Tempah,0.804,0.9159999999999999,0.0812,0.5379999999999999,120.02799999999999,1.18e-05,0.37,71.0,"['dance pop', 'grime', 'hip hop', 'house', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'tropical house']"
Female,18 - 30,2+,2,6,2,4,4,Flex your way out of here sofi de la torre,No,213,18,1.0,2,213.0,Flex Your Way Out,"Sofi de la Torre, blackbear",0.45299999999999996,0.61,0.122,0.305,85.97399999999999,3.04e-06,0.469,39.0,[]
Female,18 - 30,2+,2,6,2,4,4,Not above love aluna george,No,213,18,1.0,3,213.0,Not Above Love,AlunaGeorge,0.733,0.741,0.39399999999999996,0.5379999999999999,96.044,0.0,0.413,59.0,"['electropop', 'house', 'indie r&b', 'indietronica', 'pop', 'tropical house']"
Female,18 - 30,1 - 2,4,3,4,2,4,Guillotine,Yes,214,17,1.0,3,214.0,Guillotine,Jon Bellion,0.7979999999999999,0.614,0.0966,0.593,98.12700000000001,5.83e-06,0.106,67.0,"['modern rock', 'pop', 'pop rap']"
Female,18 - 30,1 - 2,5,5,3,5,5,Centuries fall out boy,Yes,215,23,1.0,1,215.0,Centuries,Fall Out Boy,0.866,0.385,0.111,0.551,176.014,0.0,0.004,81.0,"['emo', 'modern rock', 'pop punk']"
Female,18 - 30,1 - 2,5,5,3,5,5,I need a minute Imagine Dragons,Yes,215,23,1.0,2,215.0,I Need a Minute,Imagine Dragons,0.7070000000000001,0.526,0.335,0.263,145.02100000000002,0.0005059999999999999,0.00046399999999999995,38.0,"['modern rock', 'pop', 'rock']"
Female,18 - 30,1 - 2,5,5,3,5,5,Dear Agony Breaking Benjamin,Yes,215,23,1.0,3,215.0,I Will Not Bow,Breaking Benjamin,0.9520000000000001,0.5429999999999999,0.38,0.591,107.94200000000001,7.8e-06,0.000192,71.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
Male,18 - 30,2+,5,6,5,6,4,Exit Music Radiohead,No,216,26,1.0,1,216.0,Exit Music (For a Film),Radiohead,0.276,0.293,0.16699999999999998,0.196,121.603,0.11900000000000001,0.22899999999999998,62.0,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']"
Male,18 - 30,2+,5,6,5,6,4,F me pumps Amy winehouse,No,216,26,1.0,2,216.0,F*** Me Pumps - US Clean Version,Amy Winehouse,0.335,0.893,0.175,0.619,102.911,0.0,0.106,35.0,['neo soul']
Male,18 - 30,2+,5,6,5,6,4,Mr. Greives the pixies,No,216,26,1.0,3,216.0,Mr. Grieves,Pixies,0.467,0.529,0.12,0.6659999999999999,112.294,0.00309,0.0372,52.0,"['alternative rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']"
Female,18 - 30,2+,4,4,6,5,5,This Town Niall Horan,No,217,24,1.0,2,217.0,This Town,Niall Horan,0.401,0.6779999999999999,0.11800000000000001,0.19399999999999998,111.855,0.0,0.72,77.0,"['dance pop', 'pop', 'post-teen pop']"
Female,18 - 30,2+,4,4,6,5,5,All I Wanna Do Jay Park,No,217,24,1.0,3,217.0,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],Jay Park,0.7240000000000001,0.4,0.0927,0.43,96.78200000000001,0.0,0.375,65.0,"['k-hop', 'k-pop', 'korean pop', 'korean r&b']"
Female,18 - 30,2+,4,5,4,5,5,Photograph Ed Sheeran ,Yes,218,23,1.0,1,218.0,Photograph,Ed Sheeran,0.379,0.614,0.0986,0.201,107.98899999999999,0.00046399999999999995,0.607,86.0,['pop']
Female,18 - 30,2+,4,5,4,5,5,Work out jcole,Yes,218,23,1.0,2,218.0,Work Out,J. Cole,0.42700000000000005,0.831,0.307,0.21600000000000003,93.00399999999999,0.0,0.0531,81.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
Female,18 - 30,2+,4,5,4,5,5,Too many Russ ,Yes,218,23,1.0,3,218.0,Too Many,Russ,0.507,0.743,0.111,0.358,79.01100000000002,0.0,0.606,61.0,"['hip hop', 'pop', 'rap']"
Female,30+,0 - 1,3,5,3,3,6,Can't Stop the Feeling,Yes,219,20,1.0,1,219.0,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.8320000000000001,0.669,0.0968,0.7,113.035,0.0,0.0106,77.0,"['dance pop', 'pop']"
Female,30+,0 - 1,3,5,3,3,6,This is What you Came For,Yes,219,20,1.0,2,219.0,This Is What You Came For,Calvin Harris,0.9279999999999999,0.63,0.14800000000000002,0.465,123.963,0.124,0.19899999999999998,82.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']"
Female,30+,0 - 1,3,5,3,3,6,Don't Let Me Down,Yes,219,20,1.0,3,219.0,Don't Let Me Down,The Chainsmokers,0.8690000000000001,0.532,0.136,0.42200000000000004,159.803,0.0050799999999999994,0.157,84.0,"['edm', 'electropop', 'pop', 'tropical house']"
Female,18 - 30,2+,4,5,3,4,4,Between Days Levi,Yes,220,20,1.0,1,220.0,Between Days,Levi,0.501,0.762,0.111,0.267,120.01799999999999,0.00481,0.0201,40.0,[]
Female,18 - 30,2+,4,5,3,4,4,Drive Glades,Yes,220,20,1.0,2,220.0,Drive,Glades,0.72,0.589,0.0946,0.35600000000000004,127.99,0.000122,0.161,55.0,"['aussietronica', 'dance pop', 'electropop', 'indie electro-pop', 'indie poptimism', 'indietronica', 'pop', 'vapor soul']"
Female,18 - 30,2+,4,5,3,4,4,1000 Nights FRENSHIP,Yes,220,20,1.0,3,220.0,1000 Nights,FRENSHIP,0.7090000000000001,0.594,0.0738,0.5870000000000001,90.001,0.0562,0.0315,64.0,"['deep tropical house', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'tropical house']"
Female,18 - 30,1 - 2,6,5,6,6,6,Experience Ludovico Einaudi,No,221,29,1.0,1,221.0,Experience,Ludovico Einaudi,0.42,0.413,0.0698,0.0367,92.425,0.9520000000000001,0.93,54.0,"['bow pop', 'compositional ambient']"
Female,18 - 30,1 - 2,6,5,6,6,6,Divenire Ludovico Einaudi,No,221,29,1.0,2,221.0,Divenire,Ludovico Einaudi,0.21,0.14400000000000002,0.0694,0.084,88.771,0.883,0.914,60.0,"['bow pop', 'compositional ambient']"
Female,18 - 30,1 - 2,6,5,6,6,6,Una Mattina Ludovico Einauri,No,221,29,1.0,3,221.0,Una Mattina,Ludovico Einaudi,0.0297,0.231,0.0742,0.07,131.41299999999998,0.878,0.991,70.0,"['bow pop', 'compositional ambient', 'neo-classical']"
Female,18 - 30,2+,2,1,3,0,3,Stole the Show Kygo,Yes,222,9,0.0,1,222.0,Stole the Show,Kygo,0.662,0.679,0.152,0.43799999999999994,99.87899999999999,0.0,0.155,77.0,"['edm', 'pop', 'tropical house']"
Female,18 - 30,2+,2,1,3,0,3,Lose Yourself Eminem,Yes,222,9,0.0,2,222.0,Lose Yourself - Soundtrack Version,Eminem,0.732,0.698,0.359,0.0689,171.43099999999995,0.000647,0.00704,80.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
Female,18 - 30,2+,2,1,3,0,3,Shake It Off Taylor Swift,Yes,222,9,0.0,3,222.0,Shake It Off,Taylor Swift,0.785,0.648,0.14800000000000002,0.943,160.02,0.0,0.0561,73.0,"['dance pop', 'pop', 'post-teen pop']"
Female,18 - 30,2+,3,3,4,2,5,Little do you know Alex and Sierra,No,223,17,1.0,1,223.0,Little Do You Know,Alex & Sierra,0.292,0.5,0.188,0.37,145.879,0.0,0.746,80.0,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
Female,18 - 30,2+,3,3,4,2,5,I believe in you Michael Buble,No,223,17,1.0,2,223.0,I Believe in You,Michael Bublé,0.7440000000000001,0.612,0.0978,0.527,113.009,2.57e-06,0.125,65.0,"['adult standards', 'canadian pop', 'lounge', 'neo mellow']"
Female,18 - 30,2+,3,3,4,2,5,Make it Work Majid Jordan,No,223,17,1.0,3,223.0,Make It Work,Majid Jordan,0.643,0.75,0.146,0.34299999999999997,107.01700000000001,0.00283,0.00275,55.0,"['indie r&b', 'pop', 'pop rap', 'rap', 'trap soul']"
Female,18 - 30,2+,4,3,5,5,4,Something About You Majid Jordan ,No,224,21,1.0,2,224.0,Something About You,Majid Jordan,0.6809999999999999,0.575,0.21899999999999997,0.23199999999999998,110.09100000000001,0.0,0.0888,55.0,"['indie r&b', 'pop', 'pop rap', 'rap', 'trap soul']"
Female,18 - 30,1 - 2,5,2,6,2,4,Often the Weeknd,Yes,225,19,1.0,1,225.0,Often,The Weeknd,0.629,0.569,0.135,0.0726,134.035,0.0,0.218,77.0,"['canadian pop', 'pop', 'rap']"
Female,18 - 30,1 - 2,5,2,6,2,4,Telepathy Christina Aguilera,Yes,225,19,1.0,2,225.0,Telepathy,Christina Aguilera,0.893,0.519,0.35,0.78,110.09100000000001,0.00103,0.0479,51.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
Female,18 - 30,1 - 2,5,2,6,2,4,We Don't Talk Anymore Charlie Puth and Selena Gomez,Yes,225,19,1.0,3,225.0,We Don't Talk Anymore (Originally by Charlie Puth and Selena Gomez) - Karaoke Instrumental,Karaoke Freaks,0.535,0.726,0.102,0.374,101.214,0.92,0.435,6.0,['karaoke']
Female,18 - 30,2+,4,5,1,5,2,White Ferrari frank ocean ,Yes,226,17,1.0,1,226.0,White Ferrari,Frank Ocean,0.0924,0.444,0.304,0.21899999999999997,108.917,0.0,0.784,70.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
Female,18 - 30,2+,4,5,1,5,2,Unleshed Roy woods ,Yes,226,17,1.0,2,226.0,Unleashed,Roy Woods,0.613,0.742,0.113,0.0996,101.988,0.0,0.00683,36.0,"['canadian contemporary r&b', 'canadian hip hop', 'pop rap', 'r&b', 'trap', 'trap soul']"
Female,18 - 30,2+,4,5,1,5,2,Cold hard love Tory lanez ,Yes,226,17,1.0,3,226.0,Cold Hard Love,Tory Lanez,0.653,0.474,0.0951,0.17300000000000001,90.036,0.000295,0.264,49.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,1 - 2,2,4,6,5,5,Litty Meek Mill (Drake trash),No,227,22,1.0,1,227.0,Litty (feat. Tory Lanez),"Meek Mill, Sound M.O.B.",0.701,0.5920000000000001,0.327,0.282,129.501,0.0,0.0451,63.0,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Male,18 - 30,1 - 2,2,4,6,5,5,Do it Myself Russ (Drake still trash),No,227,22,1.0,2,227.0,Do It Myself,Russ,0.5579999999999999,0.831,0.094,0.33799999999999997,141.974,0.0,0.018000000000000002,60.0,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
Male,18 - 30,1 - 2,2,4,6,5,5,What They Want Russ (TSwift more trash than Drake),No,227,22,1.0,3,227.0,What They Want,Russ,0.40399999999999997,0.71,0.0953,0.39799999999999996,139.553,0.0,0.484,73.0,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
Female,17 & Under,2+,4,5,3,4,3,Chloroform Phoenix ,Yes,228,19,1.0,1,228.0,Chloroform,Phoenix,0.733,0.32899999999999996,0.0812,0.317,137.657,0.0103,0.00242,50.0,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']"
Female,17 & Under,2+,4,5,3,4,3,Hold you gyptian ,Yes,228,19,1.0,2,228.0,Hold You - Hold Yuh,Gyptian,0.621,0.69,0.0884,0.4970000000000001,66.858,2.8100000000000002e-05,0.321,68.0,"['conscious hip hop', 'dancehall', 'reggae fusion', 'roots reggae']"
Female,17 & Under,2+,4,5,3,4,3,Jarmin in the dark the monks ,Yes,228,19,1.0,3,228.0,Jarmin in the Dark,Young Monks,0.6559999999999999,0.616,0.281,0.54,79.969,0.000324,0.0737,47.0,[]
Male,18 - 30,2+,3,3,3,4,5,Best of both worlds Miley Cyrus ,No,229,18,1.0,1,229.0,"Best of Both Worlds - Live from Arrowhead Pond, Anaheim, U.S.A./2008",Miley Cyrus,0.9279999999999999,0.556,0.946,0.551,123.994,0.0025800000000000003,0.0923,34.0,"['dance pop', 'pop', 'post-teen pop']"
Male,18 - 30,2+,3,3,3,4,5,Ba Justin beiber,No,229,18,1.0,2,229.0,Baby,"Justin Bieber, Ludacris",0.8590000000000001,0.728,0.111,0.535,65.043,0.0,0.0401,79.0,['australian hip hop']
Male,18 - 30,2+,3,3,3,4,5,Starboy weeknd,No,229,18,1.0,3,229.0,Starboy,The Weeknd,0.5870000000000001,0.679,0.13699999999999998,0.486,186.003,6.35e-06,0.141,84.0,"['dfw rap', 'melodic rap', 'rap']"
Female,18 - 30,0 - 1,5,5,3,5,5,When I see you again Charlie Puth,No,230,23,1.0,1,230.0,See You Again (feat. Charlie Puth),Wiz Khalifa,0.48100000000000004,0.6890000000000001,0.0649,0.28300000000000003,80.025,1.03e-06,0.369,81.0,"['pop', 'pop rock']"
Female,18 - 30,0 - 1,5,5,3,5,5,GOLD Kiiara ,No,230,23,1.0,2,230.0,Gold,Kiiara,0.41200000000000003,0.6,0.134,0.408,113.04899999999999,0.0025,0.615,74.0,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']"
Female,18 - 30,0 - 1,5,5,3,5,5,I was here Beyonce,No,230,23,1.0,3,230.0,I Was Here,Beyoncé,0.627,0.51,0.0927,0.23399999999999999,110.992,0.0,0.431,64.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
Male,18 - 30,1 - 2,2,3,4,3,3,Light up the sky the Afters,Yes,231,15,0.0,1,231.0,Light Up the Sky,The Afters,0.774,0.46799999999999997,0.0666,0.408,141.959,0.0,0.0319,54.0,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']"
Male,18 - 30,1 - 2,2,3,4,3,3,Son of man Phil Colins,Yes,231,15,0.0,2,231.0,Son of Man,Phil Collins,0.853,0.642,0.361,0.6940000000000001,141.66299999999998,0.00035,0.040999999999999995,56.0,"['mellow gold', 'rock drums', 'soft rock']"
Male,18 - 30,1 - 2,2,3,4,3,3,If Today is your last day Nickelback,Yes,231,15,0.0,3,231.0,If Today Is Your Last Day (In the Style of Nickelback) [Karaoke Version],Mr. Entertainer Karaoke,0.4970000000000001,0.573,0.354,0.589,90.021,0.0327,1.0199999999999999e-05,0.0,['karaoke']
Female,18 - 30,0 - 1,4,5,4,5,5,Reaper Sia,Yes,232,23,1.0,1,232.0,Reaper,Sia,0.773,0.5670000000000001,0.0901,0.731,82.947,0.00011,0.0355,59.0,"['australian dance', 'australian pop', 'dance pop', 'pop']"
Female,18 - 30,0 - 1,4,5,4,5,5,Lost On You Death Valley,Yes,232,23,1.0,2,232.0,Death Valley,LP,0.8340000000000001,0.685,0.124,0.7559999999999999,120.044,0.18,0.00562,50.0,['indie rock']
Female,18 - 30,0 - 1,4,5,4,5,5,Don't Ed Sheeran,Yes,232,23,1.0,3,232.0,Don't,Ed Sheeran,0.608,0.8059999999999999,0.635,0.8490000000000001,95.04899999999999,0.0,0.0113,77.0,['pop']
Female,18 - 30,2+,0,3,3,1,1,fake love drake ,No,233,8,0.0,1,233.0,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0.0,0.10800000000000001,79.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Female,18 - 30,2+,0,3,3,1,1,24K Magic Bruno Mars ,No,233,8,0.0,2,233.0,That's What I Like,Bruno Mars,0.56,0.853,0.0944,0.86,134.066,0.0,0.013000000000000001,86.0,"['pop', 'post-teen pop']"
Female,18 - 30,2+,0,3,3,1,1,daddy lessons beyonce ,No,233,8,0.0,3,233.0,Daddy Lessons,Beyoncé,0.851,0.621,0.887,0.449,90.94,1.4499999999999993e-05,0.0202,61.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
Male,18 - 30,2+,5,5,5,6,6,Crystal Blue Persuasion Tommy James,Yes,234,27,1.0,1,234.0,Crystal Blue Persuasion,Tommy James & The Shondells,0.313,0.603,0.184,0.8170000000000001,99.17200000000001,4.5299999999999997e-05,0.248,50.0,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']"
Male,18 - 30,2+,5,5,5,6,6,You Got It On  Justin Timberlake,Yes,234,27,1.0,2,234.0,You Got It On,Justin Timberlake,0.442,0.574,0.18899999999999997,0.467,86.43,0.0029,0.19,40.0,"['dance pop', 'pop']"
Male,18 - 30,2+,5,5,5,6,6,New Person Same Old Mistakes Tame Impala,Yes,234,27,1.0,3,234.0,"New Person, Same Old Mistakes",Tame Impala,0.809,0.47,0.0491,0.49,151.836,0.00671,0.272,69.0,"['australian alternative rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'psychedelic rock']"
